numero_ed;libelle_ed;sigle_ed;discipline_principale;etablissement_support;etablissements_coaccredites;etablissements_associes;disciplines_secondaires;annee_de_creation;annee_d_accreditation;duree_d_accreditation;academie;region;departement;commune;nom_laboratoires;telephone;site_web;adresse_postale;email;coordonnees_geographiques;toutes_disciplines;tous_etablissements;code_etablissement_support;code_commune;code_unite_urbaine;code_departement;code_academie;code_region;code_etablissements_associes;prenom_responsable_ed;nom_responsable_ed;code_etablissements_coaccredites;civilite;unite_urbaine_ou_commune_rurale;code_toutes_disc;code_disc_pr;code_disc_sec;id_tous_etablissements;code_tous_etablissements;id_etablissement_support;id_etablissements_coaccredites;id_etablissements_associes;identifiant_laboratoires;id_ed;;coordonnees_geographiques;;;latitude;long;;coordonnees_geographiques;
216;êcole doctorale IngÇnierie pour la santÇ, la cognition, l'environnement;EDISCE;Biologie, mÇdecine et santÇ;UniversitÇ Grenoble Alpes;Institut polytechnique de Grenoble;;;1995;2016;5;Grenoble;Auvergne-Rhìne-Alpes;Isäre;Saint-Martin-d'Häres;"CENTRE DE RECHERCHES SUR LES MACROMOLECULES VEGETALES;Techniques de l'Ingenierie Medicale et de la Complexite - Informatique, Mathematiques et Applications, Grenoble;DEPARTEMENT DE PHARMACOCHIMIE MOLECULAIRE;INSTITUT DE BIOLOGIE STRUCTURALE;LABORATOIRE DE PSYCHOLOGIE ET NEUROCOGNITION;Laboratoire de glaciologie et de geophysique de l'environnement;LABORATOIRE SPORT ET ENVIRONNEMENT SOCIAL;Grenoble Images Parole Signal Automatique;Laboratoire d'Informatique de Grenoble;LABORATOIRE INTERUNIVERSITAIRE DE PSYCHOLOGIE. PERSONNALITE, COGNITION, CHANGEMENT SOCIAL EA4145;GRENOBLE INSTITUT DES NEUROSCIENCES (GIN);HYPOXIE : PHYSIOPATHOLOGIE CARDIOVASCULAIRE ET RESPIRATOIRE;LABORATOIRE DE BIOENERGETIQUE FONDAMENTALE ET APPLIQUEE (LBFA);BIOLOGIE DU CANCER ET DE L'INFECTION : DES MECANISMES MOLECULAIRES AUX APPLICATIONS TECHNOLOGIQUES;Autonomy, Gerontology, E-health, Imaging & Society;Institut pour l'Avancee des Biosciences;Rayonnement SynchoTROn pour la Recherche BiomedicalE";;http://www.adum.fr/as/ed/edisce/page.pl;Batiment pluriel B014, 701 rue de la Piscine, 38400 ST MARTIN D'HERES;ed-isce@univ-grenoble-alpes.fr;45.192363, 5.756681;Biologie, mÇdecine et santÇ;"UniversitÇ Grenoble Alpes;Institut polytechnique de Grenoble";0383412C;38421;UU38701;D038;A08;R84;;Christopher;Moulin;0381912X;Monsieur;Grenoble;5;5;;"Y7ch7;2ALYK";"0383412C;0381912X";Y7ch7;2ALYK;;"196617508H;199511969L;199911754K;199911764W;199911790Z;200311855C;200315011H;200711885T;200711886U;200715389B;200716488W;201119418N;201119430B;201119439L;201523353Y;201622378J;201622589N";fPs1t;;45.192363, 5.756681;;;;;;45.192363; 5.756681
227;êcole doctorale Sciences de la nature et de l'homme;;Sciences agronomiques et Çcologiques;MusÇum national d'histoire naturelle;Sorbonne UniversitÇ;;;1995;2019;5;Paris;◊le-de-France;Paris;Paris  5e;"Institut de Systematique, Evolution, Biodiversite;Institut de Chimie des Substances Naturelles;Archeozoologie, archeobotanique : societes, pratiques et environnements;Centre de Recherche sur la Conservation;Histoire naturelle de l'Homme prehistorique;PATRIMOINES LOCAUX ET GOUVERNANCE;Physiologie Moleculaire et Adaptation;Centre de recherche en paleontologie - Paris;Biologie des organismes et ecosystemes aquatiques;Molecules de Communication et Adaptation des Microorganismes;Biologie integrative des organismes marins;Evolution, genomes, comportement et ecologie";;http://enseignementsuperieur.mnhn.fr;Ecole Doctorale Sciences de la   Nature et de l'Homme , MusÇum national   d'histoire naturelle,  Batiment de la Baleine, CP 27, 57 rue Cuvier, 75231 PARIS 05;doctorat@mnhn.fr;48.8438, 2.3552;Sciences agronomiques et Çcologiques;"MusÇum national d'histoire naturelle;Sorbonne UniversitÇ";0753494R;75105;UU00851;D075;A01;R11;;Nathalie;Machon;0755890V;Madame;Paris;10;10;;"VaJ52;bxPQe";"0753494R;0755890V";VaJ52;bxPQe;;"200511872M;200617587V;200918448T;200918481D;200918488L;200918519V;200918550D;200918558M;200919362L;201119722U;201119727Z;201521302U";xiDA5;;48.8438, 2.3552;;;;;;48.8438; 2.3552
251;êcole doctorale Sciences de l'environnement;;Sciences agronomiques et Çcologiques;Aix-Marseille UniversitÇ;;Centrale Marseille;;1996;2018;5;Aix-Marseille;Provence-Alpes-Cìte d'Azur;Bouches-du-Rhìne;Aix-en-Provence;"Laboratoire Population-Environnement-Developpement;PROCESSUS DE TRANSFERTS ET D'ECHANGES DANS L'ENVIRONNEMENT - EA 3819;INFECTIONS PARASITAIRES : TRANSMISSION, PHYSIOPATHOLOGIE ET THERAPEUTIQUES;Dysoxie, suractivite: aspects cellulaires et integratifs therapeutiques;Laboratoire de Mecanique, Modelisation et Procedes Propres;Institut Fresnel Marseille;Centre Interdisciplinaire de Nanoscience de Marseille;Anthropologie bio-culturelle, Droit, Ethique et Sante;Pole Sante Environnement - Direction Environnement";04 13 94 92 14);http://recherche.univ-amu.fr/fr/doctorat/ecoles-doctorales/ed-251-sciences-lenvironnement;CEREGE  Europìle MÇditerranÇen de l'Arbo, av. L. Philibert, 13545 AIX EN PROVENCE CEDEX 4;;43.2936, 5.35871;Sciences agronomiques et Çcologiques;"Aix-Marseille UniversitÇ;Centrale Marseille";0134009M;13001;UU00759;D013;A02;R93;0133774G;Jean-Christophe;Poggiale;;Monsieur;Marseille-Aix-en-Provence;10;10;;"xJdyB;1tI7C";"0134009M;0133774G";xJdyB;;1tI7C;"200217423J;200415079C;200817410U;200817434V;201220330A;201220335F;201220341M;201220350X;201722596S";VR28y;;43.2936, 5.35871;;;;;;43.2936; 5.35871
261;êcole doctorale Cognition, comportements, conduites humaines;3CH;Sciences humaines et humanitÇs;UniversitÇ de Paris;;;;1996;2019;5;Versailles;◊le-de-France;Hauts-de-Seine;Boulogne-Billancourt;"LABORATOIRE INFORMATIQUE PARIS DESCARTES;LABORATOIRE DE PSYCHOLOGIE CLINIQUE ET PSYCHOPATHOLOGIE PSYCHANALYSE;LABORATOIRE DE PSYCHOPATHOLOGIE ET PROCESSUS DE SANTE;LABORATOIRE ADAPTATIONS TRAVAIL INDIVIDU;LABORATOIRE PSYCHOLOGIE SOCIALE : MENACE ET SOCIETE;MALADIE D'ALZHEIMER : MARQUEURS GENETIQUES ET VASCULAIRES, NEUROPSYCHOLOGIE;Laboratoire des Systemes Perceptifs;VISION ACTION COGNITION";;https://ecole-doctorale-mtce.parisdescartes.fr/ed261/;UFR Institut de Psychologie  Centre Henri Pieron, 71 avenue Edouard Vaillant, 92774 BOULOGNE BILLANCOURT;ecole-doctorale@psychologie.parisdescartes.fr;48.83472, 2.24785;Sciences humaines et humanitÇs;UniversitÇ de Paris;0755976N;92012;UU00851;D092;A25;R11;;Karine;DorÇ-Mazars;;Madame;Paris;6;6;;5cZyU;0755976N;5cZyU;;;"199814046F;200615302L;200615303M;201019126A;201019130E;201019150B;201420713H;201420799B";KOLCy;;48.83472, 2.24785;;;;;;48.83472; 2.24785
267;êcole doctorale Arts et mÇdias;;Sciences humaines et humanitÇs;UniversitÇ Sorbonne Nouvelle - Paris 3;UniversitÇ de Paris;;;1997;2019;5;Paris;◊le-de-France;Paris;Paris  5e;"INSTITUT DE RECHERCHE SUR LE CINEMA ET L'AUDIOVISUEL;COMMUNICATION, INFORMATION, MEDIAS;Centre de recherche sur les liens sociaux;INSTITUT DE RECHERCHE EN ETUDES THEATRALES;Theorie et histoire des arts et des litteratures de la modernite;LABORATOIRE INTERNATIONAL DE RECHERCHES EN ARTS - VISUAL AND PERFORMANCE STUDIES";;http://www.univ-paris3.fr/ed-267-arts-medias-3412.kjsp?RH=1235649944785;Centre BIEVRE 3äme Çtage, 1, rue Censier, 75231 PARIS CEDEX 05;ed267@sorbonne-nouvelle.fr;48.836066, 2.37187;Sciences humaines et humanitÇs;"UniversitÇ Sorbonne Nouvelle - Paris 3;UniversitÇ de Paris";0751719L;75105;UU00851;D075;A01;R11;;Raphaâle;Moine;0755976N;Madame;Paris;6;6;;"8k883;5cZyU";"0751719L;0755976N";8k883;5cZyU;;"199213046V;199213474K;200212732K;200515217Y;200918552F;201420793V";eCF5C;;48.836066, 2.37187;;;;;;48.836066; 2.37187
275;êcole doctorale Sciences de gestion;EDSG;Sciences de la sociÇtÇ;UniversitÇ Grenoble Alpes;;;;1997;2016;5;Grenoble;Auvergne-Rhìne-Alpes;Isäre;Saint-Martin-d'Häres;CERAG Centre d'Çtudes et de recherches appliquÇes Ö la gestion;;http://ed275.upmf-grenoble.fr;CommunautÇ UniversitÇ Grenoble A  Colläge Doctoral, 107 rue de la Piscine  Domaine Universitaire, 38400 SAINT-MARTIN-D'H‘RES;ed-sg@univ-grenoble-alpes.fr;45.192363, 5.756681;Sciences de la sociÇtÇ;UniversitÇ Grenoble Alpes;0383412C;38421;UU38701;D038;A08;R84;;Marie-Laure;Gavard-Perret;;Madame;Grenoble;7;7;;Y7ch7;0383412C;Y7ch7;;;201622354H;6QC4I;;45.192363, 5.756681;;;;;;45.192363; 5.756681
279;êcole doctorale Arts plastiques, esthÇtique et sciences de l'art;APESA;Sciences humaines et humanitÇs;UniversitÇ Paris 1 - PanthÇon Sorbonne;;;;1998;2019;5;Paris;◊le-de-France;Paris;Paris 15e;ACTE Arts, CrÇations, ThÇories, EsthÇtiques;;http://www.univ-paris1.fr/ecoles-doctorales/ed279/;Universite Paris I Pantheon-Sorbonne, 47 rue des Bergers, 75015 PARIS;ed279@univ-paris1.fr;48.8468, 2.34488;Sciences humaines et humanitÇs;UniversitÇ Paris 1 - PanthÇon Sorbonne;0751717J;75115;UU00851;D075;A01;R11;;Sandrine;Morsillo;;Madame;Paris;6;6;;6G2TU;0751717J;6G2TU;;;201220422A;BpW1j;;48.8468, 2.34488;;;;;;48.8468; 2.34488
280;êcole doctorale Philosophie;;Sciences humaines et humanitÇs;UniversitÇ Paris 1 - PanthÇon Sorbonne;;;;1998;2019;5;Paris;◊le-de-France;Paris;Paris  5e;"Centre d'histoire des systemes de pensee moderne;Institut d'Histoire et de Philosophie des Sciences et des Techniques;CENTRE D'ETUDE DES TECHNIQUES, DES CONNAISSANCES ET DES PRATIQUES;CENTRE DE PHILOSOPHIE CONTEMPORAINE DE LA SORBONNE;Sciences - Philosophie - Histoire;STATISTIQUE, ANALYSE, MODELISATION MULTIDISCIPLINAIRE";;http://edph.univ-paris1.fr/;UNIVERSITE PARIS I, 1, rue d'Ulm, 75005 PARIS;edph@univ-paris1.fr;48.8468, 2.34488;Sciences humaines et humanitÇs;UniversitÇ Paris 1 - PanthÇon Sorbonne;0751717J;75105;UU00851;D075;A01;R11;;Denis;Forest;;Monsieur;Paris;6;6;;6G2TU;0751717J;6G2TU;;;"199213456R;199812918E;199814014W;200214837Y;200919224L;201019079Z";kJxnm;;48.8468, 2.34488;;;;;;48.8468; 2.34488
323;êcole doctorale GÇnie Çlectrique, Çlectronique et tÇlÇcommunications;GEET;Sciences et technologies de l'information et de la communication;UniversitÇ Toulouse III - Paul Sabatier;"Institut national des sciences appliquÇes de Toulouse;êcole nationale de l'aviation civile;Toulouse INP;Institut supÇrieur de l'aÇronautique et de l'espace";UniversitÇ Toulouse - Jean Jauräs;;1999;2016;5;Toulouse;Occitanie;Haute-Garonne;Toulouse;"CENTRE D'ELABORATION DE MATERIAUX ET D'ETUDES STRUCTURALES;LABORATOIRE GENIE DE PRODUCTION;Laboratoire d'analyse et d'architecture des systemes du CNRS;LABORATOIRE PLASMA ET CONVERSION D'ENERGIE;LABORATOIRE DE PHYSIQUE ET CHIMIE DES NANO-OBJETS;LABORATOIRE NATIONAL DES CHAMPS MAGNETIQUES INTENSES;DIAGNOSTICS DES PLASMAS HORS EQUILIBRE;Institut de recherche en astrophysique et planetologie";;http://www.laas.fr/GEET/;Laboratoire d'Analyse et d'Architecture   des Systämes, 7 avenue du Colonel Roche, 31077 TOULOUSE;"edgeet.dir@univ-tlse3.fr;geet@laas.fr";43.5608, 1.46936;Sciences et technologies de l'information et de la communication;"UniversitÇ Toulouse III - Paul Sabatier;Institut national des sciences appliquÇes de Toulouse;êcole nationale de l'aviation civile;Toulouse INP;Institut supÇrieur de l'aÇronautique et de l'espace;UniversitÇ Toulouse - Jean Jauräs";0311384L;31555;UU00758;D031;A16;R76;0311383K;David;Malec;"0310152X;0311256X;0311381H;0312760G";Monsieur;Toulouse;9;9;;"m7K6T;dj88d;JQKHK;mMex4;2Nnrv;HqAYu";"0311384L;0310152X;0311256X;0311381H;0312760G;0311383K";m7K6T;"dj88d;JQKHK;mMex4;2Nnrv";HqAYu;"199117683P;199513626M;199517454Y;200711882P;200711884S;200919895R;201119469U;201119477C";arcz6;;43.5608, 1.46936;;;;;;43.5608; 1.46936
328;êcole doctorale Arts, lettres, langues, philosophie et communication;ALLPH@;Sciences humaines et humanitÇs;UniversitÇ Toulouse - Jean Jauräs;"UniversitÇ Toulouse Capitole;UniversitÇ Toulouse III - Paul Sabatier";;;1999;2016;5;Toulouse;Occitanie;Haute-Garonne;Toulouse;"INSTITUT DU DROIT DE L'ESPACE, DES TERRITOIRES, DE LA CULTURE ET DE LA COMMUNICATION (EA 785);CULTURES ANGLO-SAXONNES;LABORATOIRE D'ETUDES ET DE RECHERCHES APPLIQUEES EN SCIENCES SOCIALES;CENTRE D'ETUDE ET DE RECHERCHE TRAVAIL, ORGANISATION, POUVOIR;EQUIPE DE RECHERCHE SUR LES RATIONALITES PHILOSOPHIQUES ET LES SAVOIRS;CENTRE DE RECHERCHES ET D'ETUDES GERMANIQUES;LETTRES, LANGAGES ET ARTS - Creation, recherche, Emergence, en Arts, Textes, Images, Spectacles;LABORATOIRE DE RECHERCHE EN AUDIOVISUEL-SAVOIRS, PRAXIS ET POITIQUES EN ART;IL LABORATORIO;PATRIMOINE LITTERATURE HISTOIRE;Centre d'Etudes Iberiques et Ibero-americaines;Laboratoire Inter-universitaire de Recherche en Didactique des Langues";;http://www.univ-tlse2.fr;UniversitÇ Toulouse Jean Jauräs -   Maison de la Recherche, 5 allÇes Antonio Machado, 31058 TOULOUSE CEDEX 9;edallpha@univ-tlse2.fr;43.5784, 1.40266;Sciences humaines et humanitÇs;"UniversitÇ Toulouse - Jean Jauräs;UniversitÇ Toulouse Capitole;UniversitÇ Toulouse III - Paul Sabatier";0311383K;31555;UU00758;D031;A16;R76;;Hilda;Inderwildi;"0311382J;0311384L";Madame;Toulouse;6;6;;"HqAYu;542Id;m7K6T";"0311383K;0311382J;0311384L";HqAYu;"542Id;m7K6T";;"199113224T;199113235E;199113245R;199911736R;199914366Z;200715395H;200715396J;200715398L;201119427Y;201119438K;201522869X;201622190E";xLxMh;;43.5784, 1.40266;;;;;;43.5784; 1.40266
340;êcole doctorale Biologie molÇculaire, intÇgrative et cellulaire;BMIC;Biologie, mÇdecine et santÇ;UniversitÇ de Lyon;;;;1999;2016;5;Lyon;Auvergne-Rhìne-Alpes;Rhìne;Lyon 7e;"Groupe sur l'Immunite des Muqueuses  et des Agents Pathogenes - EA3064;REPRODUCTION ET DEVELOPPEMENT DES PLANTES;LABORATOIRE DE BIOLOGIE ET MODELISATION DE LA CELLULE;INSTITUT CELLULE SOUCHE ET CERVEAU (SBRI);INSTITUT DE GENOMIQUE FONCTIONNELLE DE LYON;Centre de Recherche en Cancerologie de Lyon;PHYSIOPATHOLOGIE, DIAGNOSTIC ET TRAITEMENTS DES MALADIES OSSEUSES;BIOLOGIE TISSULAIRE ET INGENIERIE THERAPEUTIQUE;CENTRE INTERNATIONAL DE RECHERCHE EN INFECTIOLOGIE;Institut Neuromyogene";04.72.72.86.54;http://edbmic.universite-lyon.fr;ENSL, Site Monod  7äme Bureau 212 GN1 Nord, 26 allÇe d'Italie, 69354 LYON CEDEX 07;;45.748414, 4.836668;Biologie, mÇdecine et santÇ;UniversitÇ de Lyon;0694094A;69387;UU00760;D069;A10;R84;;Franáoise;MonÇger;;Madame;Lyon;5;5;;iq0rG;0694094A;iq0rG;;;"199914378M;200317442A;200711906R;200716495D;200717460C;201119413H;201119460J;201320569F;201320572J;201622204V";db7xq;;45.748414, 4.836668;;;;;;45.748414; 4.836668
354;êcole doctorale Langues, lettres et arts;LLA;Sciences humaines et humanitÇs;Aix-Marseille UniversitÇ;;;;2000;2018;5;Aix-Marseille;Provence-Alpes-Cìte d'Azur;Bouches-du-Rhìne;Aix-en-Provence;"LABORATOIRE D'ETUDE ET DE RECHERCHE SUR LE MONDE ANGLOPHONE;LABORATOIRE D'ETUDE EN SCIENCES DES ARTS;CENTRE INTERDISCIPLINAIRE D'ETUDE DES LITTERATURES D'AIX-MARSEILLE;EQUIPE SUR LES CULTURES ET HUMANITES ANCIENNES ET NOUVELLES GERMANIQUES ET SLAVES;Identite Culturelle, Textes et Theatralite;Institut de Recherches Asiatiques;ARTS SCIENCES ET TECHNOLOGIES POUR LA RECHERCHE AUDIOVISUELLE ET MULTIMEDIA;";;https://ecole-doctorale-354.univ-amu.fr/;13621 AIX EN PROVENCE CEDEX 1;ed354@univ-amu.fr;43.2936, 5.35871;Sciences humaines et humanitÇs;Aix-Marseille UniversitÇ;0134009M;13001;UU00759;D013;A02;R93;;Sophie;Vallas;;Madame;Marseille-Aix-en-Provence;6;6;;xJdyB;0134009M;xJdyB;;;"199213252U;200014572U;200815472M;200815473N;200815514H;201220304X;201220356D;201324106A";RwcSv;;43.2936, 5.35871;;;;;;43.2936; 5.35871
361;êcole doctorale Sciences et Technologies;ED ST;Sciences pour l'ingÇnieur;UniversitÇ de technologie de Troyes;;;;2000;2018;5;Reims;Grand Est;Aube;Troyes;"Environnement de reseaux autonomes;Generation automatique de maillage et methodes avancees;INSTITUT CHARLES DELAUNAY - FRE2019 (2018-2019) - UMR CNRS 6281 (2014-2017);Environnement de reseaux autonomes;Recherche interdisciplinaire sur la transition vers la soutenabilite des systemes sociotechniques;Life assessment of structures, materials, mechanics and integrated systems;Lumiere, nanomateriaux, nanotechnologies;Logistique et optimisation des systemes industriels;Modelisation et surete des systemes;Technologie pour la cooperation, l?interaction et les connaissances dans les collectifs;Lumiere, nanomateriaux, nanotechnologies - CNRS ERL7004;;;;";;https://www.utt.fr/l-utt/ecole-doctorale/;UTT  Ecole doctorale SPI  E203, 12, rue Marie-Curie, CS 42060, 10004 TROYES CEDEX;ecoldoc@utt.fr;48.2697, 4.0725;Sciences pour l'ingÇnieur;UniversitÇ de technologie de Troyes;0101060Y;10387;UU10601;D010;A19;R44;;Khemais;Saanouni;;Monsieur;Troyes;8;8;;8tVLr;0101060Y;8tVLr;;;"200823213B;201023212S;201423211Y;201423214B;201423215C;201423216D;201423217E;201423245K;201423246L;201423247M;202023509W;202123654Z;202123742V;202123743W;202123744X";cOUmL;;48.2697, 4.0725;;;;;;48.2697; 4.0725
370;êcole doctorale Lettres, sciences humaines et sociales;LSHS;Sciences humaines et humanitÇs;UniversitÇ Clermont Auvergne;;"êcole nationale supÇrieure d'architecture de Clermont-Ferrand (ENSACF);Vet Agro Sup";;2000;2017;4;Clermont-Ferrand;Auvergne-Rhìne-Alpes;Puy-de-Dìme;Clermont-Ferrand;"Centre d'etudes et de recherches appliquees au Massif Central, a la moyenne montagne et aux espaces fragiles (EA 997);Laboratoire de Recherche sur le Langage (EA 999);Centre d'Histoire Espaces et Cultures (EA 1001);ESPACES HUMAINS ET INTERACTIONS CULTURELLES;LABORATOIRE DE PSYCHOLOGIE SOCIALE ET COGNITIVE;LABORATOIRE DE GEOGRAPHIE PHYSIQUE ET ENVIRONNEMENTALE;Philosophies et Rationalites (EA 3297);UMR 5189 - HISTOIRE ET SOURCES DES MONDES ANTIQUES;Centre de Recherches sur les Litteratures  et la Sociopoetique (EA 4280);Activite, Connaissance, Transmission, Education (EA 4281);Communication et Societes (EA 4647);TERRITOIRES";;http://edlshs.univ-bpclermont.fr;Campus Universitaire des CÇzeaux, 8 Avenue Blaise Pascal, CS 60026, 63178 AUBIERE CEDEX;edlshs.drv@uca.fr;45.770548, 3.087722;Sciences humaines et humanitÇs;"UniversitÇ Clermont Auvergne;êcole nationale supÇrieure d'architecture de Clermont-Ferrand (ENSACF);Vet Agro Sup";0632035V;63113;UU63701;D063;A06;R84;"0631287G;0690193K";Ludovic;Viallet;;Monsieur;Clermont-Ferrand;6;6;;"K4lR3;CYH3t;5cuYU";"0632035V;0631287G;0690193K";K4lR3;;"CYH3t;5cuYU";"199213298U;199213299V;199213300W;199213334H;200012123G;200012134U;200014595U;200311860H;200815517L;200815518M;201220068R;201722465Z";xAXXx;;45.770548, 3.087722;;;;;;45.770548; 3.087722
386;êcole doctorale Sciences mathÇmatiques de Paris centre;SMPC;MathÇmatiques et leurs interactions;Sorbonne UniversitÇ;"UniversitÇ de Paris;UniversitÇ Paris sciences et lettres";UniversitÇ Paris 1 - PanthÇon Sorbonne;;2000;2019;5;Paris;◊le-de-France;Paris;Paris  5e;"Institut de mathematiques de Jussieu - Paris Rive Gauche;Laboratoire Jacques-Louis Lions;Laboratoire de probabilites et modeles aleatoires;Departement d'Informatique de l'Ecole Normale Superieure;Departement de mathematiques et applications de l'ENS;Centre d'analyses et de mathematiques sociales;Laboratoire d'Informatique Algorithmique: Fondements et Applications;Preuves, Programmes et Systemes;Institut de mecanique celeste et de calcul des ephemerides;Mathematiques appliquees a Paris 5;STATISTIQUE, ANALYSE, MODELISATION MULTIDISCIPLINAIRE";;http://www.ed386.upmc.fr;ED SMPC - Campus Jussieu- UPMC  T. 15-25-1er Çtage-B1.15, 4 Place Jussieu, 75252 PARIS CEDEX 05;ufr-ed386@math.univ-paris-diderot.fr;48.851304, 2.340246;MathÇmatiques et leurs interactions;"Sorbonne UniversitÇ;UniversitÇ de Paris;UniversitÇ Paris sciences et lettres;UniversitÇ Paris 1 - PanthÇon Sorbonne";0755890V;75105;UU00851;D075;A01;R11;0751717J;Elisha;Falbel;"0755976N;0756036D";Monsieur;Paris;1;1;;"bxPQe;5cZyU;PpsCQ;6G2TU";"0755890V;0755976N;0756036D;0751717J";bxPQe;"5cZyU;PpsCQ";6G2TU;"199712632Y;199712644L;199712645M;199812876J;199812881P;199812885U;199912477W;200112512A;200212701B;200412801B;201019079Z";wMj98;;48.851304, 2.340246;;;;;;48.851304; 2.340246
396;êcole doctorale êconomie, organisations, sociÇtÇ;EOS;Sciences humaines et humanitÇs;UniversitÇ Paris Nanterre;;;;2000;2020;5;Versailles;◊le-de-France;Hauts-de-Seine;Nanterre;"Institutions et Dynamiques Historiques de l'Economie et de la Societe;SOCIOLOGIE, PHILOSOPHIE ET SOCIO-ANTHROPOLOGIES POLITIQUES;Institut Marcel MAUSS;Centre de Recherches Sociologiques et Politiques de Paris - CRESPPA;CENTRE D'ETUDES ET DE RECHERCHES SUR LES ORGANISATIONS ET LES STRATEGIES;EconomiX";01 40 97 41 29;https://ed-eos.u-paris10.fr/;UniversitÇ Paris Ouest   Ecole doctorale EOS  Batiment A bureau 301A, 200 avenue de la RÇpublique, 92001 NANTERRE CEDEX;;48.9035, 2.21448;Sciences humaines et humanitÇs;UniversitÇ Paris Nanterre;0921204J;92050;UU00851;D092;A25;R11;;CÇcile;Couharde;;Madame;Paris;6;6;;g6rwB;0921204J;g6rwB;;;"199812861T;200515190U;200612825U;200918478A;200919195E;201120461X";Es5e7;;48.9035, 2.21448;;;;;;48.9035; 2.21448
402;êcole doctorale Sciences de la vie et de la santÇ;SVS;Biologie, mÇdecine et santÇ;Paris-Est Sup;UniversitÇ Paris-Est CrÇteil;;;2000;2020;5;CrÇteil;◊le-de-France;Val-de-Marne;CrÇteil;"MUCOVISCIDOSE ET BRONCHOPATHIES CHRONIQUES : BIOPATHOLOGIES ET PHENOTYPES CLINIQUES;Excitabilite Nerveuse et Therapeutique;Analyse du risque dans les systemes de soins complexes;Institut Mondor de recherche biomedicale;Bioingenierie, tissus et neuroplasticite;Clinical Epidemiology and Ageing : Geriatrie Soins Primaires et Sante Publique;Dynamic Microbiology;Early detection of Colon Cancer using Molecular Markers and Microbiota;Resistances Therapeutiques du Cancer de la Prostate";;http://www.univ-paris-est.fr/fr/-tudes-doctorales/;ED Sces de la Vie et de la SantÇ (SVS),  UniversitÇ Paris-Est,  laboratoire de Pharmacologie, 94010 CRETEIL CEDEX;ed-svs@univ-paris-est.fr;48.840572, 2.586957;Biologie, mÇdecine et santÇ;"Paris-Est Sup;UniversitÇ Paris-Est CrÇteil";0772710C;94028;UU00851;D094;A24;R11;;Pascale;Fanen;0941111X;Madame;Paris;5;5;;"6g0Mb;vb71K";"0772710C;0941111X";6g0Mb;vb71K;;"199814040Z;200918480C;200918547A;200919261B;201521844H;201521845J;201521846K;201521848M;202023517E";YKgsU;;48.840572, 2.586957;;;;;;48.840572; 2.586957
411;êcole doctorale HumanitÇs nouvelles : Fernand Braudel;;Sciences humaines et humanitÇs;UniversitÇ de Lorraine;;êcole nationale supÇrieure d'architecture de Nancy (ENSarchitecture de Nancy);;2000;2018;5;Nancy-Metz;Grand Est;Moselle;Metz;"THEORIES ET PRATIQUES DE L'INTERDISCIPLINARITE DANS LES ETUDES ANGLOPHONES;Analyse et Traitement Informatique de la Langue Francaise (ATILF);CENTRE DE RECHERCHE SUR LES MEDIATIONS (CREM);LABORATOIRE LORRAIN DE SCIENCES SOCIALES (2L2S);CENTRE D'ETUDES GERMANIQUES INTERCULTURELLES DE LORRAINE;CENTRE DE RECHERCHE UNIVERSITAIRE LORRAIN D'HISTOIRE (CRULH);MALADIES CHRONIQUES, SANTE PERCUE ET PROCESSUS D'ADAPTATION. APPROCHES EPIDEMIOLOGIQUES ET PSYCHOLOGIQUES.;CERCLE - CENTRE DE RECHERCHE SUR LES CULTURES LITTERAIRES EUROPEENNES : FRANCE - EUROPE CENTRALE - EUROPE ORIENTALE";03 72 74 76 78;http://ed-fernandbraudel.univ-lorraine.fr/;Ecole Doctorale Fernand Braudel  UniversitÇ de Lorraine  plateforme Metz  UFR SHS, Ile Du Saulcy, 57045 METZ CEDEX 01;;48.6962, 6.17634;Sciences humaines et humanitÇs;"UniversitÇ de Lorraine;êcole nationale supÇrieure d'architecture de Nancy (ENSarchitecture de Nancy)";0542493S;57463;UU57701;D057;A12;R44;0540135D;Beatrice;Fleury;;Madame;Metz;6;6;;"t6Cq5;ubxIS";"0542493S;0540135D";t6Cq5;;ubxIS;"199713889P;200112505T;200114752K;200114754M;200515202G;200515203H;200918432A;200918465L";l2rFh;;48.6962, 6.17634;;;;;;48.6962; 6.17634
